BATCH,DATE,ACCOUNT,ACCOUNT DESCRIPTION,DR,CR
301,2026-05-24,401,Sales Revenue,0,9482.21
301,2026-05-24,501,Cost of Goods Sold,6163.4365,0
301,2026-05-24,103,Inventory,0,6163.4365
301,2026-05-24,102,Accounts Receivable,9482.21,0
301,Description:,Goods exchanged for money,,,,
301,2026-05-25,301,Owner's Equity,0,3318.773499999981
302,2026-05-25,401,Sales Revenue,0,6483.51
302,2026-05-25,501,Cost of Goods Sold,4214.2815,0
302,2026-05-25,103,Inventory,0,4214.2815
302,2026-05-25,101,Cash,6483.51,0
302,Description:,Items sold,,,,
302,2026-05-31,301,Owner's Equity,0,2269.2284999999974
303,2026-05-31,101,Cash,0,7167.29
303,2026-05-31,202,Loan Payable,7167.29,0
303,Description:,Loan account adjustments,,,,
304,2026-06-04,101,Cash,0,5977.38
304,2026-06-04,202,Loan Payable,5977.38,0
304,Description:,Bank interactions,,,,
305,2026-06-07,101,Cash,0,5707.53
305,2026-06-07,202,Loan Payable,5707.53,0
305,Description:,Bank interactions,,,,
306,2026-06-15,101,Cash,0,9935.49
306,2026-06-15,202,Loan Payable,9935.49,0
306,Description:,Loan account adjustments,,,,
307,2026-06-21,101,Cash,5611.49,0
307,2026-06-21,202,Loan Payable,0,5611.49
307,Description:,Loan activity,,,,
308,2026-06-22,502,Rent Expense,1470.78,0
308,2026-06-22,503,Salary Expense,4325.82,0
308,2026-06-22,101,Cash,0,5796.599999999999
308,Description:,Monthly bills paid,,,,
308,2026-06-25,301,Owner's Equity,5796.599999999977,0
309,2026-06-25,103,Inventory,4849.7,0
309,2026-06-25,201,Accounts Payable,0,4849.7
309,Description:,Added to inventory,,,,
310,2026-06-28,201,Accounts Payable,750.51,0
310,2026-06-28,101,Cash,0,750.51
310,Description:,Paid off a creditor,,,,
311,2026-06-30,502,Rent Expense,2062.93,0
311,2026-06-30,503,Salary Expense,3106.02,0
311,2026-06-30,101,Cash,0,5168.95
311,Description:,Regular expenses,,,,
311,2026-07-01,301,Owner's Equity,5168.950000000012,0
312,2026-07-01,103,Inventory,1257.82,0
312,2026-07-01,201,Accounts Payable,0,1257.82
312,Description:,Restocking products,,,,
313,2026-07-08,101,Cash,0,6880.7
313,2026-07-08,202,Loan Payable,6880.7,0
313,Description:,Loan account adjustments,,,,
314,2026-07-18,103,Inventory,4367.17,0
314,2026-07-18,201,Accounts Payable,0,4367.17
314,Description:,Restocking products,,,,
314,2026-07-22,301,Owner's Equity,2.9103830456733704e-11,0
315,2026-07-22,401,Sales Revenue,0,2653.84
315,2026-07-22,501,Cost of Goods Sold,1724.996,0
315,2026-07-22,103,Inventory,0,1724.996
315,2026-07-22,101,Cash,2653.84,0
315,Description:,Goods exchanged for money,,,,
315,2026-07-23,301,Owner's Equity,0,928.844000000041
316,2026-07-23,201,Accounts Payable,1835.94,0
316,2026-07-23,101,Cash,0,1835.94
316,Description:,Debt payment,,,,
317,2026-07-27,401,Sales Revenue,0,2629.08
317,2026-07-27,501,Cost of Goods Sold,1708.902,0
317,2026-07-27,103,Inventory,0,1708.902
317,2026-07-27,101,Cash,2629.08,0
317,Description:,Goods exchanged for money,,,,
317,2026-08-03,301,Owner's Equity,0,920.1780000000144
318,2026-08-03,101,Cash,7895.56,0
318,2026-08-03,202,Loan Payable,0,7895.56
318,Description:,Loan activity,,,,
319,2026-08-11,103,Inventory,3073.45,0
319,2026-08-11,201,Accounts Payable,0,3073.45
319,Description:,Added to inventory,,,,
319,2026-08-21,301,Owner's Equity,2.9103830456733704e-11,0
320,2026-08-21,201,Accounts Payable,1861.02,0
320,2026-08-21,101,Cash,0,1861.02
320,Description:,Debt payment,,,,
320,2026-08-30,301,Owner's Equity,2.9103830456733704e-11,0
321,2026-08-30,103,Inventory,1960.7,0
321,2026-08-30,201,Accounts Payable,0,1960.7
321,Description:,Added to inventory,,,,
322,2026-09-03,101,Cash,0,6299.66
322,2026-09-03,202,Loan Payable,6299.66,0
322,Description:,Loan account adjustments,,,,
323,2026-09-08,103,Inventory,1145.21,0
323,2026-09-08,201,Accounts Payable,0,1145.21
323,Description:,Added to inventory,,,,
324,2026-09-18,101,Cash,0,9812.34
324,2026-09-18,202,Loan Payable,9812.34,0
324,Description:,Bank interactions,,,,
325,2026-09-19,401,Sales Revenue,0,8579.41
325,2026-09-19,501,Cost of Goods Sold,5576.6165,0
325,2026-09-19,103,Inventory,0,5576.6165
325,2026-09-19,101,Cash,8579.41,0
325,Description:,Goods exchanged for money,,,,
325,2026-09-25,301,Owner's Equity,0,3002.7934999999707
326,2026-09-25,502,Rent Expense,993.48,0
326,2026-09-25,503,Salary Expense,4629.14,0
326,2026-09-25,101,Cash,0,5622.620000000001
326,Description:,Operational costs deducted,,,,
326,2026-09-30,301,Owner's Equity,5622.619999999995,0
327,2026-09-30,201,Accounts Payable,641.41,0
327,2026-09-30,101,Cash,0,641.41
327,Description:,Paid off a creditor,,,,
327,2026-10-07,301,Owner's Equity,0,2.9103830456733704e-11
328,2026-10-07,103,Inventory,1648.59,0
328,2026-10-07,201,Accounts Payable,0,1648.59
328,Description:,Added to inventory,,,,
328,2026-10-09,301,Owner's Equity,0,2.9103830456733704e-11
329,2026-10-09,401,Sales Revenue,0,4352.38
329,2026-10-09,501,Cost of Goods Sold,2829.047,0
329,2026-10-09,103,Inventory,0,2829.047
329,2026-10-09,102,Accounts Receivable,4352.38,0
329,Description:,Goods exchanged for money,,,,
329,2026-10-11,301,Owner's Equity,0,1523.3329999999842
330,2026-10-11,201,Accounts Payable,1290.98,0
330,2026-10-11,101,Cash,0,1290.98
330,Description:,Debt payment,,,,
330,2026-10-16,301,Owner's Equity,0,2.9103830456733704e-11
331,2026-10-16,502,Rent Expense,1762.82,0
331,2026-10-16,503,Salary Expense,3989.35,0
331,2026-10-16,101,Cash,0,5752.17
331,Description:,Regular expenses,,,,
331,2026-10-18,301,Owner's Equity,5752.169999999984,0
332,2026-10-18,101,Cash,0,5878.11
332,2026-10-18,202,Loan Payable,5878.11,0
332,Description:,Loan account adjustments,,,,
333,2026-10-28,103,Inventory,1818.85,0
333,2026-10-28,201,Accounts Payable,0,1818.85
333,Description:,Restocking products,,,,
334,2026-10-31,101,Cash,0,5584.82
334,2026-10-31,202,Loan Payable,5584.82,0
334,Description:,Bank interactions,,,,
335,2026-11-01,101,Cash,0,8712.21
335,2026-11-01,202,Loan Payable,8712.21,0
335,Description:,Loan activity,,,,
336,2026-11-03,101,Cash,0,5312.81
336,2026-11-03,202,Loan Payable,5312.81,0
336,Description:,Bank interactions,,,,
337,2026-11-08,101,Cash,0,6098.17
337,2026-11-08,202,Loan Payable,6098.17,0
337,Description:,Loan activity,,,,
338,2026-11-12,103,Inventory,2380.42,0
338,2026-11-12,201,Accounts Payable,0,2380.42
338,Description:,Goods purchased,,,,
339,2026-11-17,201,Accounts Payable,743.96,0
339,2026-11-17,101,Cash,0,743.96
339,Description:,Debt payment,,,,
339,2026-11-19,301,Owner's Equity,2.9103830456733704e-11,0
340,2026-11-19,401,Sales Revenue,0,6745.67
340,2026-11-19,501,Cost of Goods Sold,4384.6855000000005,0
340,2026-11-19,103,Inventory,0,4384.6855000000005
340,2026-11-19,102,Accounts Receivable,6745.67,0
340,Description:,Items sold,,,,
340,2026-11-27,301,Owner's Equity,0,2360.9844999999914
341,2026-11-27,401,Sales Revenue,0,2183.58
341,2026-11-27,501,Cost of Goods Sold,1419.327,0
341,2026-11-27,103,Inventory,0,1419.327
341,2026-11-27,101,Cash,2183.58,0
341,Description:,Goods exchanged for money,,,,
341,2026-12-06,301,Owner's Equity,0,764.2530000000261
342,2026-12-06,401,Sales Revenue,0,7366.32
342,2026-12-06,501,Cost of Goods Sold,4788.108,0
342,2026-12-06,103,Inventory,0,4788.108
342,2026-12-06,101,Cash,7366.32,0
342,Description:,Sales completed,,,,
342,2026-12-13,301,Owner's Equity,0,2578.2119999999995
343,2026-12-13,103,Inventory,4549.64,0
343,2026-12-13,201,Accounts Payable,0,4549.64
343,Description:,Restocking products,,,,
344,2026-12-14,101,Cash,0,5806.04
344,2026-12-14,202,Loan Payable,5806.04,0
344,Description:,Loan activity,,,,
345,2026-12-20,401,Sales Revenue,0,5250.77
345,2026-12-20,501,Cost of Goods Sold,3413.0005000000006,0
345,2026-12-20,103,Inventory,0,3413.0005000000006
345,2026-12-20,102,Accounts Receivable,5250.77,0
345,Description:,Items sold,,,,
345,2026-12-22,301,Owner's Equity,0,1837.7694999999658
346,2026-12-22,103,Inventory,3558.38,0
346,2026-12-22,201,Accounts Payable,0,3558.38
346,Description:,Restocking products,,,,
347,2026-12-31,401,Sales Revenue,0,7677.93
347,2026-12-31,501,Cost of Goods Sold,4990.654500000001,0
347,2026-12-31,103,Inventory,0,4990.654500000001
347,2026-12-31,102,Accounts Receivable,7677.93,0
347,Description:,Items sold,,,,
347,2027-01-06,301,Owner's Equity,0,2687.275499999989
348,2027-01-06,101,Cash,0,8047.54
348,2027-01-06,202,Loan Payable,8047.54,0
348,Description:,Bank interactions,,,,
349,2027-01-15,401,Sales Revenue,0,8453.13
349,2027-01-15,501,Cost of Goods Sold,5494.5345,0
349,2027-01-15,103,Inventory,0,5494.5345
349,2027-01-15,102,Accounts Receivable,8453.13,0
349,Description:,Sales completed,,,,
349,2027-01-17,301,Owner's Equity,0,2958.595500000025
350,2027-01-17,401,Sales Revenue,0,4600.24
350,2027-01-17,501,Cost of Goods Sold,2990.156,0
350,2027-01-17,103,Inventory,0,2990.156
350,2027-01-17,102,Accounts Receivable,4600.24,0
350,Description:,Goods exchanged for money,,,,
350,2027-01-27,301,Owner's Equity,0,1610.0839999999735
351,2027-01-27,101,Cash,0,5046.76
351,2027-01-27,202,Loan Payable,5046.76,0
351,Description:,Loan activity,,,,
352,2027-01-29,201,Accounts Payable,1002.5,0
352,2027-01-29,101,Cash,0,1002.5
352,Description:,Reduced payable amount,,,,
353,2027-01-31,201,Accounts Payable,1791.28,0
353,2027-01-31,101,Cash,0,1791.28
353,Description:,Debt payment,,,,
353,2027-02-03,301,Owner's Equity,2.9103830456733704e-11,0
354,2027-02-03,103,Inventory,3217.29,0
354,2027-02-03,201,Accounts Payable,0,3217.29
354,Description:,Added to inventory,,,,
355,2027-02-07,401,Sales Revenue,0,4047.6
355,2027-02-07,501,Cost of Goods Sold,2630.94,0
355,2027-02-07,103,Inventory,0,2630.94
355,2027-02-07,102,Accounts Receivable,4047.6,0
355,Description:,Items sold,,,,
355,2027-02-10,301,Owner's Equity,0,1416.6600000000035
356,2027-02-10,103,Inventory,3271.75,0
356,2027-02-10,201,Accounts Payable,0,3271.75
356,Description:,Added to inventory,,,,
357,2027-02-15,201,Accounts Payable,582.9,0
357,2027-02-15,101,Cash,0,582.9
357,Description:,Reduced payable amount,,,,
357,2027-02-20,301,Owner's Equity,2.9103830456733704e-11,0
358,2027-02-20,401,Sales Revenue,0,4835.13
358,2027-02-20,501,Cost of Goods Sold,3142.8345000000004,0
358,2027-02-20,103,Inventory,0,3142.8345000000004
358,2027-02-20,102,Accounts Receivable,4835.13,0
358,Description:,Goods exchanged for money,,,,
358,2027-03-02,301,Owner's Equity,0,1692.2955000000075
359,2027-03-02,401,Sales Revenue,0,7890.81
359,2027-03-02,501,Cost of Goods Sold,5129.026500000001,0
359,2027-03-02,103,Inventory,0,5129.026500000001
359,2027-03-02,102,Accounts Receivable,7890.81,0
359,Description:,Goods exchanged for money,,,,
359,2027-03-11,301,Owner's Equity,0,2761.7834999999905
360,2027-03-11,201,Accounts Payable,1729.72,0
360,2027-03-11,101,Cash,0,1729.72
360,Description:,Paid off a creditor,,,,
360,2027-03-14,301,Owner's Equity,0,2.9103830456733704e-11
361,2027-03-14,103,Inventory,3195.88,0
361,2027-03-14,201,Accounts Payable,0,3195.88
361,Description:,Added to inventory,,,,
362,2027-03-17,103,Inventory,2804.95,0
362,2027-03-17,201,Accounts Payable,0,2804.95
362,Description:,Goods purchased,,,,
363,2027-03-27,401,Sales Revenue,0,5978.9
363,2027-03-27,501,Cost of Goods Sold,3886.285,0
363,2027-03-27,103,Inventory,0,3886.285
363,2027-03-27,102,Accounts Receivable,5978.9,0
363,Description:,Goods exchanged for money,,,,
363,2027-04-06,301,Owner's Equity,0,2092.61500000002
364,2027-04-06,502,Rent Expense,1577.87,0
364,2027-04-06,503,Salary Expense,3120.52,0
364,2027-04-06,101,Cash,0,4698.389999999999
364,Description:,Regular expenses,,,,
364,2027-04-14,301,Owner's Equity,4698.390000000014,0
365,2027-04-14,201,Accounts Payable,1088.72,0
365,2027-04-14,101,Cash,0,1088.72
365,Description:,Paid off a creditor,,,,
365,2027-04-20,301,Owner's Equity,0,2.9103830456733704e-11
366,2027-04-20,201,Accounts Payable,900.02,0
366,2027-04-20,101,Cash,0,900.02
366,Description:,Reduced payable amount,,,,
366,2027-04-28,301,Owner's Equity,2.9103830456733704e-11,0
367,2027-04-28,101,Cash,0,8879.51
367,2027-04-28,202,Loan Payable,8879.51,0
367,Description:,Bank interactions,,,,
368,2027-05-07,101,Cash,0,9275.56
368,2027-05-07,202,Loan Payable,9275.56,0
368,Description:,Bank interactions,,,,
369,2027-05-08,101,Cash,0,7814.26
369,2027-05-08,202,Loan Payable,7814.26,0
369,Description:,Loan activity,,,,
369,2027-05-09,301,Owner's Equity,0,5.820766091346741e-11
370,2027-05-09,201,Accounts Payable,1517.71,0
370,2027-05-09,101,Cash,0,1517.71
370,Description:,Debt payment,,,,
370,2027-05-18,301,Owner's Equity,0,2.9103830456733704e-11
371,2027-05-18,101,Cash,0,6747.63
371,2027-05-18,202,Loan Payable,6747.63,0
371,Description:,Bank interactions,,,,
372,2027-05-27,101,Cash,0,9491.95
372,2027-05-27,202,Loan Payable,9491.95,0
372,Description:,Bank interactions,,,,
372,2027-05-28,301,Owner's Equity,0,5.820766091346741e-11
373,2027-05-28,201,Accounts Payable,1494.92,0
373,2027-05-28,101,Cash,0,1494.92
373,Description:,Debt payment,,,,
373,2027-05-29,301,Owner's Equity,2.9103830456733704e-11,0
374,2027-05-29,201,Accounts Payable,1440.91,0
374,2027-05-29,101,Cash,0,1440.91
374,Description:,Paid off a creditor,,,,
374,2027-06-03,301,Owner's Equity,2.9103830456733704e-11,0
375,2027-06-03,502,Rent Expense,1712.34,0
375,2027-06-03,503,Salary Expense,2448.14,0
375,2027-06-03,101,Cash,0,4160.48
375,Description:,Monthly bills paid,,,,
375,2027-06-13,301,Owner's Equity,4160.4800000000105,0
376,2027-06-13,401,Sales Revenue,0,2721.36
376,2027-06-13,501,Cost of Goods Sold,1768.8840000000002,0
376,2027-06-13,103,Inventory,0,1768.8840000000002
376,2027-06-13,102,Accounts Receivable,2721.36,0
376,Description:,Items sold,,,,
376,2027-06-23,301,Owner's Equity,0,952.4760000000242
377,2027-06-23,103,Inventory,3583.63,0
377,2027-06-23,201,Accounts Payable,0,3583.63
377,Description:,Added to inventory,,,,
377,2027-06-30,301,Owner's Equity,2.9103830456733704e-11,0
378,2027-06-30,103,Inventory,28868.5,0
378,2027-06-30,201,Accounts Payable,0,28868.5
378,Description:,Added to inventory,ANOMALY,,,
379,2027-07-06,103,Inventory,2768.01,0
379,2027-07-06,201,Accounts Payable,0,2768.01
379,Description:,Restocking products,,,,
380,2027-07-09,103,Inventory,2946.04,0
380,2027-07-09,201,Accounts Payable,0,2946.04
380,Description:,Added to inventory,,,,
381,Description:,Items sold,ANOMALY,,,
382,2027-07-21,401,Sales Revenue,0,2668.91
382,2027-07-21,501,Cost of Goods Sold,1734.7915,0
382,2027-07-21,103,Inventory,0,1734.7915
382,2027-07-21,101,Cash,2668.91,0
382,Description:,Items sold,,,,
382,2027-07-28,301,Owner's Equity,0,934.1185000000405
383,2027-07-28,201,Accounts Payable,580.11,0
383,2027-07-28,101,Cash,0,580.11
383,Description:,Paid off a creditor,,,,
384,2027-08-07,101,Cash,0,9822.62
384,2027-08-07,202,Loan Payable,9822.62,0
384,Description:,Loan activity,,,,
385,2027-08-16,101,Cash,0,9828.71
385,2027-08-16,202,Loan Payable,9828.71,0
385,Description:,Loan activity,,,,
385,2027-08-21,301,Owner's Equity,0,5.820766091346741e-11
386,2027-08-21,201,Accounts Payable,1887.3,0
386,2027-08-21,101,Cash,0,1887.3
386,Description:,Paid off a creditor,,,,
386,2027-08-25,301,Owner's Equity,5.820766091346741e-11,0
387,2027-08-25,401,Sales Revenue,0,4460.91
387,2027-08-25,501,Cost of Goods Sold,2899.5915,0
387,2027-08-25,103,Inventory,0,2899.5915
387,2027-08-25,102,Accounts Receivable,4460.91,0
387,Description:,Items sold,,,,
387,2027-09-02,301,Owner's Equity,0,1561.3184999999648
388,2027-09-02,101,Cash,0,7378.75
388,2027-09-02,202,Loan Payable,7378.75,0
388,Description:,Loan activity,,,,
389,2027-09-05,103,Inventory,2753.81,0
389,2027-09-05,201,Accounts Payable,0,2753.81
389,Description:,Goods purchased,,,,
390,2027-09-08,103,Inventory,4633.82,0
390,2027-09-08,201,Accounts Payable,0,4633.82
390,Description:,Added to inventory,,,,
390,2027-09-18,301,Owner's Equity,2.9103830456733704e-11,0
391,2027-09-18,201,Accounts Payable,848.39,0
391,2027-09-18,101,Cash,0,848.39
391,Description:,Reduced payable amount,,,,
392,2027-09-19,103,Inventory,4031.14,0
392,2027-09-19,201,Accounts Payable,0,4031.14
392,Description:,Added to inventory,,,,
393,2027-09-29,201,Accounts Payable,686.02,0
393,2027-09-29,101,Cash,0,686.02
393,Description:,Reduced payable amount,,,,
393,2027-10-04,301,Owner's Equity,2.9103830456733704e-11,0
394,2027-10-04,201,Accounts Payable,1610.88,0
394,2027-10-04,101,Cash,0,1610.88
394,Description:,Reduced payable amount,,,,
395,2027-10-07,201,Accounts Payable,1704.09,0
395,2027-10-07,101,Cash,0,1704.09
395,Description:,Debt payment,,,,
395,2027-10-08,301,Owner's Equity,0,2.9103830456733704e-11
396,2027-10-08,201,Accounts Payable,1923.72,0
396,2027-10-08,101,Cash,0,1923.72
396,Description:,Debt payment,,,,
396,2027-10-11,301,Owner's Equity,0,2.9103830456733704e-11
397,2027-10-11,201,Accounts Payable,1184.47,0
397,2027-10-11,101,Cash,0,1184.47
397,Description:,Paid off a creditor,,,,
397,2027-10-19,301,Owner's Equity,0,2.9103830456733704e-11
398,2027-10-19,103,Inventory,4469.69,0
398,2027-10-19,201,Accounts Payable,0,4469.69
398,Description:,Goods purchased,,,,
399,2027-10-24,101,Cash,7793.02,0
399,2027-10-24,202,Loan Payable,0,7793.02
399,Description:,Loan activity,,,,
400,2027-11-03,201,Accounts Payable,994.24,0
400,2027-11-03,101,Cash,0,994.24
400,Description:,Reduced payable amount,,,,
401,2027-11-05,101,Cash,0,6760.92
401,2027-11-05,202,Loan Payable,6760.92,0
401,Description:,Loan activity,,,,
401,2027-11-06,301,Owner's Equity,5.820766091346741e-11,0
402,2027-11-06,201,Accounts Payable,1761.13,0
402,2027-11-06,101,Cash,0,1761.13
402,Description:,Paid off a creditor,,,,
403,2027-11-12,103,Inventory,1795.38,0
403,2027-11-12,201,Accounts Payable,0,1795.38
403,Description:,Added to inventory,,,,
404,2027-11-14,401,Sales Revenue,0,7422.15
404,2027-11-14,501,Cost of Goods Sold,4824.3975,0
404,2027-11-14,103,Inventory,0,4824.3975
404,2027-11-14,101,Cash,7422.15,0
404,Description:,Items sold,,,,
404,2027-11-24,301,Owner's Equity,0,2597.7525000000023
405,2027-11-24,502,Rent Expense,1111.55,0
405,2027-11-24,503,Salary Expense,5163.16,0
405,2027-11-24,101,Cash,0,6274.71
405,Description:,Regular expenses,,,,
405,2027-12-04,301,Owner's Equity,6274.709999999963,0
406,2027-12-04,103,Inventory,4002.45,0
406,2027-12-04,201,Accounts Payable,0,4002.45
406,Description:,Goods purchased,,,,
407,2027-12-09,401,Sales Revenue,0,5514.56
407,2027-12-09,501,Cost of Goods Sold,3584.4640000000004,0
407,2027-12-09,103,Inventory,0,3584.4640000000004
407,2027-12-09,101,Cash,5514.56,0
407,Description:,Sales completed,,,,
407,2027-12-18,301,Owner's Equity,0,1930.0960000000487
408,2027-12-18,502,Rent Expense,1993.06,0
408,2027-12-18,503,Salary Expense,2896.69,0
408,2027-12-18,101,Cash,0,4889.75
408,Description:,Regular expenses,,,,
408,2027-12-20,301,Owner's Equity,4889.75,0
409,2027-12-20,101,Cash,0,8713.25
409,2027-12-20,202,Loan Payable,8713.25,0
409,Description:,Loan activity,,,,
410,2027-12-24,201,Accounts Payable,741.81,0
410,2027-12-24,101,Cash,0,741.81
410,Description:,Reduced payable amount,,,,
410,2027-12-29,301,Owner's Equity,5.820766091346741e-11,0
411,2027-12-29,401,Sales Revenue,0,4121.81
411,2027-12-29,501,Cost of Goods Sold,2679.1765000000005,0
411,2027-12-29,103,Inventory,0,2679.1765000000005
411,2027-12-29,102,Accounts Receivable,4121.81,0
411,Description:,Sales completed,,,,
411,2027-12-31,301,Owner's Equity,0,1442.6334999999963
412,2027-12-31,401,Sales Revenue,0,5774.93
412,2027-12-31,501,Cost of Goods Sold,3753.7045000000003,0
412,2027-12-31,103,Inventory,0,3753.7045000000003
412,2027-12-31,101,Cash,5774.93,0
412,Description:,Items sold,,,,
412,2028-01-01,301,Owner's Equity,0,2021.2255000000587
413,2028-01-01,101,Cash,0,9920.22
413,2028-01-01,202,Loan Payable,9920.22,0
413,Description:,Loan account adjustments,,,,
413,2028-01-09,301,Owner's Equity,0,5.820766091346741e-11
414,2028-01-09,201,Accounts Payable,1635.93,0
414,2028-01-09,101,Cash,0,1635.93
414,Description:,Reduced payable amount,,,,
414,2028-01-17,301,Owner's Equity,5.820766091346741e-11,0
415,2028-01-17,103,Inventory,816.95,0
415,2028-01-17,201,Accounts Payable,0,816.95
415,Description:,Restocking products,,,,
415,2028-01-19,301,Owner's Equity,5.820766091346741e-11,0
416,2028-01-19,201,Accounts Payable,586.04,0
416,2028-01-19,101,Cash,0,586.04
416,Description:,Reduced payable amount,,,,
416,2028-01-21,301,Owner's Equity,5.820766091346741e-11,0
417,2028-01-21,103,Inventory,722.65,0
417,2028-01-21,201,Accounts Payable,0,722.65
417,Description:,Restocking products,,,,
417,2028-01-27,301,Owner's Equity,0,5.820766091346741e-11
418,2028-01-27,201,Accounts Payable,1339.19,0
418,2028-01-27,101,Cash,0,1339.19
418,Description:,Reduced payable amount,,,,
418,2028-02-06,301,Owner's Equity,0,5.820766091346741e-11
419,2028-02-06,401,Sales Revenue,0,10104.77
419,2028-02-06,501,Cost of Goods Sold,6568.1005000000005,0
419,2028-02-06,103,Inventory,0,6568.1005000000005
419,2028-02-06,102,Accounts Receivable,10104.77,0
419,Description:,Items sold,,,,
419,2028-02-16,301,Owner's Equity,0,3536.669500000018
420,2028-02-16,401,Sales Revenue,0,5376.95
420,2028-02-16,501,Cost of Goods Sold,3495.0175,0
420,2028-02-16,103,Inventory,0,3495.0175
420,2028-02-16,102,Accounts Receivable,5376.95,0
420,Description:,Goods exchanged for money,,,,
420,2028-02-19,301,Owner's Equity,0,1881.9324999999662
421,2028-02-19,502,Rent Expense,937.95,0
421,2028-02-19,503,Salary Expense,3543.5,0
421,2028-02-19,101,Cash,0,4481.45
421,Description:,Monthly bills paid,,,,
421,2028-02-28,301,Owner's Equity,4481.449999999953,0
422,2028-02-28,101,Cash,0,9958.3
422,2028-02-28,202,Loan Payable,9958.3,0
422,Description:,Bank interactions,,,,
422,2028-03-03,301,Owner's Equity,5.820766091346741e-11,0
423,2028-03-03,101,Cash,8957.76,0
423,2028-03-03,202,Loan Payable,0,8957.76
423,Description:,Loan activity,,,,
424,2028-03-07,401,Sales Revenue,0,2253.72
424,2028-03-07,501,Cost of Goods Sold,1464.918,0
424,2028-03-07,103,Inventory,0,1464.918
424,2028-03-07,101,Cash,2253.72,0
424,Description:,Goods exchanged for money,,,,
424,2028-03-12,301,Owner's Equity,0,788.8019999999669
425,2028-03-12,502,Rent Expense,1572.17,0
425,2028-03-12,503,Salary Expense,3260.16,0
425,2028-03-12,101,Cash,0,4832.33
425,Description:,Operational costs deducted,,,,
425,2028-03-19,301,Owner's Equity,4832.329999999958,0
426,2028-03-19,101,Cash,0,5862.3
426,2028-03-19,202,Loan Payable,5862.3,0
426,Description:,Loan activity,,,,
426,2028-03-27,301,Owner's Equity,5.820766091346741e-11,0
427,2028-03-27,502,Rent Expense,897.89,0
427,2028-03-27,503,Salary Expense,5103.24,0
427,2028-03-27,101,Cash,0,6001.13
427,Description:,Operational costs deducted,,,,
427,2028-03-28,301,Owner's Equity,6001.130000000005,0
428,2028-03-28,401,Sales Revenue,0,6641.66
428,2028-03-28,501,Cost of Goods Sold,4317.079,0
428,2028-03-28,103,Inventory,0,4317.079
428,2028-03-28,102,Accounts Receivable,6641.66,0
428,Description:,Goods exchanged for money,,,,
428,2028-04-04,301,Owner's Equity,0,2324.5810000000056
429,2028-04-04,201,Accounts Payable,1882.8,0
429,2028-04-04,101,Cash,0,1882.8
429,Description:,Paid off a creditor,,,,
429,2028-04-05,301,Owner's Equity,5.820766091346741e-11,0
430,2028-04-05,201,Accounts Payable,1587.13,0
430,2028-04-05,101,Cash,0,1587.13
430,Description:,Debt payment,,,,
431,2028-04-13,103,Inventory,4215.89,0
431,2028-04-13,201,Accounts Payable,0,4215.89
431,Description:,Goods purchased,,,,
432,2028-04-15,401,Sales Revenue,0,9380.22
432,2028-04-15,501,Cost of Goods Sold,6097.143,0
432,2028-04-15,103,Inventory,0,6097.143
432,2028-04-15,101,Cash,9380.22,0
432,Description:,Items sold,,,,
432,2028-04-18,301,Owner's Equity,0,3283.076999999932
433,2028-04-18,101,Cash,0,5579.12
433,2028-04-18,202,Loan Payable,5579.12,0
433,Description:,Loan account adjustments,,,,
433,2028-04-27,301,Owner's Equity,0,5.820766091346741e-11
434,2028-04-27,103,Inventory,4520.39,0
434,2028-04-27,201,Accounts Payable,0,4520.39
434,Description:,Goods purchased,,,,
434,2028-04-29,301,Owner's Equity,5.820766091346741e-11,0
435,2028-04-29,101,Cash,0,7445.72
435,2028-04-29,202,Loan Payable,7445.72,0
435,Description:,Bank interactions,,,,
435,2028-05-09,301,Owner's Equity,0,5.820766091346741e-11
436,2028-05-09,101,Cash,0,5516.98
436,2028-05-09,202,Loan Payable,5516.98,0
436,Description:,Loan account adjustments,,,,
437,2028-05-18,201,Accounts Payable,17135.7,0
437,2028-05-18,101,Cash,0,17135.7
437,Description:,Debt payment,ANOMALY,,,
438,2028-05-27,201,Accounts Payable,828.55,0
438,2028-05-27,101,Cash,0,828.55
438,Description:,Paid off a creditor,,,,
439,2028-06-06,201,Accounts Payable,1888.44,0
439,2028-06-06,101,Cash,0,1888.44
439,Description:,Paid off a creditor,,,,
440,2028-06-16,401,Sales Revenue,0,6634.9
440,2028-06-16,501,Cost of Goods Sold,4312.6849999999995,0
440,2028-06-16,103,Inventory,0,4312.6849999999995
440,2028-06-16,102,Accounts Receivable,6634.9,0
440,Description:,Sales completed,,,,
440,2028-06-22,301,Owner's Equity,0,2322.2150000000256
441,2028-06-22,401,Sales Revenue,0,5937.08
441,2028-06-22,501,Cost of Goods Sold,3859.102,0
441,2028-06-22,103,Inventory,0,3859.102
441,2028-06-22,101,Cash,5937.08,0
441,Description:,Goods exchanged for money,,,,
441,2028-06-26,301,Owner's Equity,0,2077.9779999999446
442,2028-06-26,101,Cash,0,8448.48
442,2028-06-26,202,Loan Payable,8448.48,0
442,Description:,Loan activity,,,,
443,2028-06-28,101,Cash,0,5099.85
443,2028-06-28,202,Loan Payable,5099.85,0
443,Description:,Loan activity,,,,
444,2028-07-02,201,Accounts Payable,1593.41,0
444,2028-07-02,101,Cash,0,1593.41
444,Description:,Debt payment,,,,
445,2028-07-03,401,Sales Revenue,0,4509.02
